time_per_epoch,epoch,generator_loss,student_kd_loss,n_cls_t_pred_avg,n_cls_s_pred_avg,max_g_grad_norm_avg,max_s_grad_norm_avg,s_optim_lr,g_optim_lr,test_acc
0.27141404151916504,50,-0.63782126,0.79572946,4.8039217,2.6529412,11.758347,1.3736731,0.0019999982,0.0009999991,0.0976
0.2705342769622803,100,-1.0654876,1.3223197,6.2970295,3.920792,9.329317,0.81028503,0.0019999924,0.0009999962,0.1139
0.2715160846710205,150,-1.1714767,1.4261047,6.9536424,4.580795,8.502295,0.70151854,0.0019999826,0.0009999913,0.1382
0.27191758155822754,200,-1.3363856,1.6340545,7.532338,5.204478,7.9964075,0.49178255,0.0019999694,0.0009999847,0.1676
0.27277183532714844,250,-1.3886186,1.6418402,7.9601593,5.747012,7.65927,0.4759526,0.001999952,0.000999976,0.1843
0.2719900608062744,300,-1.3763971,1.6162635,8.225914,6.024585,7.078742,0.44069484,0.0019999307,0.0009999654,0.1944
0.271655797958374,350,-1.4117343,1.634884,8.444445,6.280057,6.6550694,0.40332726,0.0019999056,0.0009999528,0.2063
0.27213215827941895,400,-1.4584311,1.6784282,8.63591,6.595761,6.118613,0.37509075,0.0019998767,0.0009999383,0.1987
0.2707180976867676,450,-1.4692236,1.6952741,8.78714,6.8226166,5.976007,0.35316068,0.0019998439,0.0009999219,0.2065
0.27310800552368164,500,-1.443668,1.6484092,8.906188,6.972056,5.5625744,0.3362339,0.0019998073,0.0009999037,0.1359
0.27074503898620605,550,-1.4616808,1.6497552,9.00363,7.1143374,5.447416,0.34143016,0.001999767,0.0009998835,0.185
0.27128100395202637,600,-1.4773161,1.662846,9.086522,7.3061566,5.0635743,0.32375374,0.0019997226,0.0009998613,0.1675
0.2711505889892578,650,-1.5039947,1.6783661,9.156682,7.4920125,4.9635224,0.33461013,0.0019996744,0.0009998372,0.2326
0.2726869583129883,700,-1.4858769,1.6574969,9.216833,7.6467905,4.853632,0.32102275,0.0019996222,0.0009998111,0.268
0.2730441093444824,750,-1.4607276,1.6320726,9.268974,7.7628493,4.7919173,0.32121497,0.0019995663,0.0009997832,0.2078
0.27173376083374023,800,-1.4605155,1.6064907,9.314607,7.890512,4.6280456,0.33541915,0.0019995065,0.0009997532,0.2339
0.2707958221435547,850,-1.4667053,1.6185542,9.3548765,8.00188,4.581652,0.30839834,0.001999443,0.0009997215,0.1866
0.2716679573059082,900,-1.4199495,1.5631297,9.390677,8.09212,4.6232805,0.32417893,0.0019993756,0.0009996878,0.237
0.2708466053009033,950,-1.4271436,1.5740641,9.422713,8.171714,4.4514794,0.3134501,0.0019993042,0.0009996521,0.2812
0.2799513339996338,1000,-1.4270363,1.5741155,9.451549,8.251549,4.5090194,0.32079738,0.001999229,0.0009996145,0.1893
0.2719907760620117,1050,-1.4214118,1.5629799,9.47764,8.320837,4.374124,0.3172231,0.00199915,0.000999575,0.204
0.2722635269165039,1100,-1.433067,1.565091,9.501363,8.390191,4.3058615,0.3351056,0.0019990674,0.0009995337,0.2712
0.2723422050476074,1150,-1.4430221,1.5648729,9.523024,8.454822,4.1198673,0.3078797,0.0019989805,0.0009994903,0.2315
0.2718038558959961,1200,-1.3962398,1.5347817,9.542048,8.493588,4.2651005,0.29618487,0.00199889,0.000999445,0.1715
0.2711780071258545,1250,-1.4343344,1.5646745,9.560351,8.55044,3.9782035,0.29388374,0.0019987957,0.0009993978,0.1556
0.273667573928833,1300,-1.4311187,1.5409585,9.577249,8.602691,3.8023834,0.309492,0.0019986972,0.0009993486,0.1997
0.272341251373291,1350,-1.4458688,1.5655459,9.592895,8.650629,3.859692,0.3019986,0.0019985952,0.0009992976,0.1553
0.27155590057373047,1400,-1.4059597,1.5295742,9.607423,8.6895075,3.9759936,0.31011128,0.0019984893,0.0009992446,0.1665
0.2715129852294922,1450,-1.3999543,1.5187477,9.620262,8.730806,3.9296448,0.30922046,0.0019983794,0.0009991897,0.2664
0.2725694179534912,1500,-1.3661057,1.4714473,9.632245,8.763225,3.8387136,0.3168263,0.0019982657,0.0009991329,0.2571
0.2734098434448242,1550,-1.3700294,1.4815346,9.6441,8.799742,3.8757718,0.32113257,0.0019981482,0.0009990741,0.2074
0.27466917037963867,1600,-1.3722354,1.4832151,9.655215,8.833417,3.8203485,0.3144899,0.0019980269,0.0009990134,0.2472
0.2711963653564453,1650,-1.3474613,1.4552112,9.665657,8.866627,3.8056452,0.31894723,0.0019979016,0.0009989508,0.3026
0.2721824645996094,1700,-1.3503144,1.455992,9.675485,8.897178,3.70422,0.3191141,0.0019977726,0.0009988863,0.2275
0.2763490676879883,1750,-1.344277,1.4514319,9.683039,8.923986,3.6586807,0.32009968,0.0019976397,0.0009988198,0.3711
0.27347755432128906,1800,-1.3408502,1.458776,9.690172,8.9487505,3.7810717,0.32573786,0.001997503,0.0009987515,0.3101
0.271770715713501,1850,-1.3425907,1.4703213,9.698542,8.976121,3.8410063,0.30739725,0.0019973621,0.0009986811,0.4417
0.2718379497528076,1900,-1.311076,1.4137564,9.7064705,9.000157,3.6613815,0.3126951,0.0019972178,0.0009986089,0.3483
0.27145957946777344,1950,-1.3319052,1.446667,9.71348,9.02245,3.7012546,0.31718543,0.0019970697,0.0009985348,0.3731
0.2792057991027832,2000,-1.3294461,1.4438982,9.720639,9.041929,3.6773376,0.30164754,0.0019969174,0.0009984587,0.4193
0.2733113765716553,2050,-1.3230159,1.4271483,9.726962,9.062506,3.6103833,0.3176634,0.0019967614,0.0009983807,0.3775
0.2704129219055176,2100,-1.3254776,1.4345292,9.73346,9.082104,3.5818734,0.31632587,0.0019966017,0.0009983008,0.3475
0.2713291645050049,2150,-1.3318915,1.4436345,9.739656,9.102604,3.6084063,0.31345618,0.001996438,0.000998219,0.2899
0.271594762802124,2200,-1.3503233,1.4591366,9.74557,9.122217,3.595253,0.31236598,0.0019962706,0.0009981353,0.2684
0.271883487701416,2250,-1.3441162,1.4545089,9.751222,9.139671,3.5718594,0.3261826,0.001996099,0.0009980495,0.3892
0.27145981788635254,2300,-1.3132656,1.426081,9.756627,9.15502,3.5261316,0.30522966,0.001995924,0.000997962,0.2924
