epoch,acc,loss,lr,val_acc,val_loss
31,0.83274,0.7741275876617432,0.1,0.5671,1.8966696986669227
32,0.82864,0.7853201004981994,0.1,0.7282,1.1246763694135449
33,0.8304,0.7794452728271485,0.1,0.7066,1.2867304629917387
34,0.83486,0.7744708765411377,0.1,0.7997,0.8890783273721043
35,0.83126,0.7785114353942871,0.1,0.6972,1.1580618853810467
36,0.8325,0.7771565848922729,0.1,0.6982,1.2658830888663666
37,0.83344,0.776229528503418,0.1,0.6629,1.455412949187846
38,0.83314,0.7723764473533631,0.1,0.6911,1.2409219862539558
39,0.83566,0.7696824687957764,0.1,0.5868,1.8041697468938707
40,0.83252,0.7819996314620972,0.1,0.6409,1.5201846632776381
41,0.83524,0.7702133916854859,0.1,0.6478,1.3199464459962482
42,0.83396,0.7736110432434082,0.1,0.6777,1.2485162744039222
43,0.83396,0.774751667022705,0.1,0.7452,1.0888887824891489
44,0.83704,0.7693324175834656,0.1,0.521,2.3496045885206778
45,0.83682,0.7644194524765014,0.1,0.7699,0.9489387651033039
46,0.8368,0.7644049320220947,0.1,0.7101,1.14731610349462
47,0.83644,0.7677636123275757,0.1,0.6961,1.2074125069606154
48,0.83644,0.7679870681762695,0.1,0.695,1.2585345069064369
49,0.83806,0.7623035350799561,0.1,0.7488,1.0607314758662936
50,0.83804,0.7654462497329712,0.1,0.5834,2.0804399885708773
51,0.83828,0.7698715907287598,0.1,0.7413,1.058473514605172
52,0.8388,0.7661724452972412,0.1,0.7637,1.0611535340924807
53,0.83642,0.769420093460083,0.1,0.747,1.0209573778925063
54,0.8375,0.7702941196250915,0.1,0.7284,1.120113211342051
55,0.83826,0.7651207860565186,0.1,0.7432,1.0284888721719574
56,0.83778,0.7680051861190796,0.1,0.696,1.2189548121222966
57,0.8393,0.7589551479339599,0.1,0.6053,1.6362930340102957
58,0.83968,0.7632293455123902,0.1,0.7635,0.9996331266210049
59,0.8397,0.7621289077758789,0.1,0.6887,1.224031011515026
60,0.8413,0.7603843648338318,0.1,0.7188,1.1785539554644235
61,0.83924,0.7619907568740845,0.1,0.7255,1.116964365862593
62,0.8853,0.6194794341659546,0.02,0.8661,0.6560730945460403
63,0.8988,0.5414541405487061,0.02,0.8726,0.6119631460950344
64,0.9041,0.4988540566253662,0.02,0.8773,0.5678992388369162
65,0.90602,0.47524745775222776,0.02,0.8414,0.6929349952106234
66,0.90864,0.45710694009780883,0.02,0.8574,0.6126709369164479
67,0.90738,0.44978572202682493,0.02,0.8568,0.6057326099540614
68,0.90716,0.43934652383804323,0.02,0.8524,0.6142344686049449
69,0.90502,0.43923293647766115,0.02,0.7843,0.8482108704651459
70,0.90444,0.43554575510025023,0.02,0.8305,0.6668881460835662
71,0.90524,0.4354231568241119,0.02,0.8399,0.6691640883306914
72,0.9045,0.43407264850616456,0.02,0.8476,0.6332594774946382
73,0.90672,0.43056156629562375,0.02,0.8472,0.6416054119037676
74,0.90608,0.43062156042099,0.02,0.8568,0.5861057126069371
75,0.90532,0.43252119802474975,0.02,0.8435,0.6438427054429356
76,0.90648,0.4299813555717468,0.02,0.8658,0.5860747332814373
77,0.90634,0.42907408184051515,0.02,0.8314,0.6673899640010882
78,0.90738,0.42823325832366943,0.02,0.8009,0.826384684707545
79,0.90628,0.4317225337219238,0.02,0.8167,0.7581064957606641
80,0.90692,0.43074013563156127,0.02,0.8485,0.6241444013541257
81,0.90526,0.43316359066963195,0.02,0.8373,0.7021339897868
82,0.90956,0.4272704523849487,0.02,0.8479,0.6093595986124836
83,0.9108,0.4252508511734009,0.02,0.8719,0.5641608464566967
84,0.90754,0.43025616055488586,0.02,0.7957,0.8776150753226462
85,0.90984,0.42808428064346316,0.02,0.8413,0.6486294956146916
86,0.9085,0.42811698710441587,0.02,0.7904,0.8524671212027345
87,0.9089,0.4288777776908875,0.02,0.8484,0.6521371146546134
88,0.91024,0.4271859507751465,0.02,0.8289,0.6885551919665518
89,0.91136,0.4278786288070679,0.02,0.8548,0.6175112392328963
90,0.91118,0.42639094623565676,0.02,0.809,0.80768980104712
91,0.91134,0.4286334189796448,0.02,0.8087,0.8194788151149508
92,0.90948,0.43044195461273194,0.02,0.8444,0.6684241657015644
93,0.90962,0.42873643678665163,0.02,0.8591,0.6236116950270496
94,0.91088,0.4277076535987854,0.02,0.8581,0.6091916036756733
95,0.91154,0.42946109828948975,0.02,0.8444,0.6596566657476788
96,0.91044,0.4299029840660095,0.02,0.8433,0.6918287718597846
97,0.91166,0.4282548949241638,0.02,0.8243,0.729284046571466
98,0.91156,0.42792478406906126,0.02,0.82,0.742819607257843
99,0.91082,0.43219842193603514,0.02,0.7805,0.9232482080218158
100,0.91276,0.42679784172058105,0.02,0.8159,0.7703517554681513
101,0.91202,0.4297179246711731,0.02,0.8071,0.8419546620755256
102,0.91374,0.4263090619850159,0.02,0.8347,0.7271733970581731
103,0.91328,0.42482991735458375,0.02,0.858,0.6182846189299717
104,0.91514,0.4231812595653534,0.02,0.8383,0.6817936391770085
105,0.91138,0.4311086972808838,0.02,0.863,0.5938505560536927
106,0.9142,0.42776360666275026,0.02,0.8509,0.6476011608220353
107,0.9111,0.4306153923416138,0.02,0.8379,0.6583514666255517
108,0.9133,0.4270612041091919,0.02,0.8128,0.818191309518452
109,0.9141,0.4249041269111633,0.02,0.8311,0.7044161807132673
110,0.91332,0.427538731212616,0.02,0.8511,0.6604682109023952
111,0.91312,0.42773106616973877,0.02,0.8368,0.6892513874210889
112,0.91354,0.42661593784332275,0.02,0.8521,0.6425352451167529
113,0.91294,0.425908715839386,0.02,0.8099,0.8387729238860214
114,0.91356,0.4253558183479309,0.02,0.8558,0.6173450931718077
115,0.91436,0.4274027041912079,0.02,0.7993,0.8190356598624701
116,0.91426,0.4272911771774292,0.02,0.8357,0.7169690060464642
117,0.9138,0.42911180132865906,0.02,0.8152,0.8154133829889418
118,0.91572,0.42407436727523806,0.02,0.8415,0.6685107142864903
119,0.91188,0.4310377552986145,0.02,0.8399,0.6843946055520939
120,0.91382,0.4269559334564209,0.02,0.8128,0.7858070663258999
121,0.91206,0.4273215709114075,0.02,0.8707,0.5988633651522142
122,0.91354,0.4310191263961792,0.02,0.8572,0.6377142049089263
123,0.94034,0.3563882685279846,0.004,0.9107,0.4534771974328198
124,0.95144,0.3175968217372894,0.004,0.9085,0.4517578497717652
125,0.9548,0.3045340311050415,0.004,0.9084,0.45129215981386883
126,0.9573,0.2924028507995605,0.004,0.9129,0.44107749152787123
127,0.95846,0.2838402716255188,0.004,0.9084,0.44665091135833834
128,0.96118,0.27356322969436647,0.004,0.9113,0.42788093188140963
129,0.96182,0.26790467250823974,0.004,0.9063,0.4395723693732974
130,0.96126,0.2611701844787598,0.004,0.9115,0.4330815985987458
131,0.96386,0.25447054265975955,0.004,0.9082,0.44562507656556144
132,0.96258,0.25127727294921876,0.004,0.9077,0.4437746465960635
133,0.96404,0.24509802083015442,0.004,0.9089,0.4389764542066598
134,0.96642,0.23761284350395204,0.004,0.911,0.42890548988988125
135,0.96508,0.23388545475006103,0.004,0.9075,0.4329228785973561
136,0.96718,0.23043185077667236,0.004,0.9062,0.4348515115583999
137,0.96508,0.23087685778617859,0.004,0.8942,0.48883111529712436
138,0.9668,0.22278084030151368,0.004,0.9016,0.4504885443403751
139,0.96774,0.2201073913192749,0.004,0.8928,0.47648565980452523
140,0.96576,0.22211927372932433,0.004,0.9043,0.43415490019170544
141,0.96596,0.21965980806827545,0.004,0.9047,0.44214643745482723
142,0.96724,0.2135261614561081,0.004,0.9037,0.431497800576536
143,0.96712,0.21021971878528595,0.004,0.9046,0.4502273937569389
144,0.96494,0.21383036891937257,0.004,0.8921,0.4910181904140907
145,0.96624,0.20980588270187378,0.004,0.903,0.4386921930539457
146,0.96466,0.21224170378684998,0.004,0.8914,0.49826898378661916
147,0.96612,0.20814785401821137,0.004,0.8985,0.4491305536107172
148,0.96564,0.20620380709171296,0.004,0.9007,0.45053670640233195
149,0.96608,0.20505842916488648,0.004,0.8975,0.45450157417526726
150,0.9658,0.20569136908531188,0.004,0.8795,0.5191589854186094
151,0.96454,0.20456191443443297,0.004,0.8979,0.46613432146325895
152,0.96394,0.20541259015083313,0.004,0.894,0.47083704381049435
153,0.96394,0.2048928910970688,0.004,0.8838,0.5205366373816623
154,0.96462,0.20403374990463258,0.004,0.8949,0.4612452142600772
155,0.9631,0.20503365202903748,0.004,0.8992,0.42312951650046093
156,0.96396,0.2007515083503723,0.004,0.8991,0.43499383896212035
157,0.96514,0.20175304016113282,0.004,0.894,0.46289259044429926
158,0.96412,0.2021571354675293,0.004,0.882,0.5152248302592507
159,0.9638,0.19994702788352967,0.004,0.8929,0.48148225266722183
160,0.96486,0.19960848864078523,0.004,0.8933,0.46119319789017305
161,0.96262,0.20216792580604553,0.004,0.8937,0.4625887312466585
162,0.96402,0.2006951303577423,0.004,0.8854,0.4882421946223778
163,0.96204,0.2051500121974945,0.004,0.887,0.501619592874865
164,0.97428,0.1747086418771744,0.0008,0.9117,0.39608063011229794
165,0.97896,0.16053629867076874,0.0008,0.912,0.39210211815713325
166,0.98176,0.15486193984031676,0.0008,0.9141,0.39391856480248366
167,0.9832,0.15151802289962768,0.0008,0.9129,0.38910708604734157
168,0.98316,0.14824692189216615,0.0008,0.9129,0.39282203192197823
169,0.98418,0.14586656158447264,0.0008,0.9113,0.3970656709957726
170,0.98592,0.14212928886413576,0.0008,0.9141,0.3869999933846389
171,0.98558,0.1416709730386734,0.0008,0.9133,0.3898744583129883
172,0.9858,0.14001071849823,0.0008,0.9116,0.3973031677777254
173,0.98652,0.13769071758270263,0.0008,0.9131,0.39446224479735653
174,0.9852,0.1391584049463272,0.0008,0.9131,0.39357305629343925
175,0.98696,0.13609350889444352,0.0008,0.9123,0.39856253168250944
176,0.98582,0.1360589003276825,0.0008,0.9132,0.3961669327337531
177,0.98774,0.13339894299030303,0.0008,0.9116,0.4000835509239873
178,0.98748,0.1322232449579239,0.0008,0.913,0.3973605695027339
179,0.98796,0.13101428658485412,0.0008,0.916,0.3892348768967616
180,0.98792,0.12994062296628953,0.0008,0.9129,0.4027481824159622
181,0.98792,0.12794552604675294,0.0008,0.911,0.3971993625164032
182,0.98776,0.12792435348510742,0.0008,0.9144,0.39867511750022067
183,0.98826,0.126880084605217,0.0008,0.9162,0.3990800861693636
184,0.98844,0.12631292313575745,0.0008,0.9151,0.39996303033225145
185,0.98856,0.12462041359424592,0.0008,0.9126,0.40486283562605896
186,0.98902,0.123620046210289,0.0008,0.912,0.40409676391112653
187,0.9886,0.12335522043228149,0.0008,0.9128,0.40412967057922217
188,0.9894,0.12169590365886689,0.0008,0.9137,0.3964077502111845
189,0.98976,0.12028387464046478,0.0008,0.9139,0.39918110717701005
190,0.9896,0.12030351722240448,0.0008,0.9147,0.4036024297717251
191,0.9893,0.11990488300323486,0.0008,0.9129,0.399834587792807
192,0.9894,0.11922175960540772,0.0008,0.9123,0.40219213445729846
193,0.98982,0.1176863798904419,0.0008,0.9128,0.40672719497469406
194,0.98966,0.11731302055358887,0.0008,0.9142,0.4081054243105876
195,0.98908,0.11794696148872376,0.0008,0.9105,0.4065351833271075
196,0.9894,0.1166295296573639,0.0008,0.9114,0.40535969730419447
197,0.9895,0.1170050089788437,0.0008,0.9126,0.4069777732785744
198,0.99014,0.11506689592838287,0.0008,0.9113,0.41240987747530394
199,0.9902,0.1146832735657692,0.0008,0.9117,0.4015417459267604
200,0.9897,0.11508203290462495,0.0008,0.9117,0.41640852768964404
201,0.99018,0.11253503817796708,0.0008,0.9128,0.4045260957901991
202,0.99068,0.11136490340709686,0.0008,0.9104,0.41450340744060804
203,0.99032,0.11097794793605804,0.0008,0.9129,0.4050280336714998
204,0.9906,0.10993937867403031,0.0008,0.91,0.4112190760766404
