,student,teacher
0,0.09088082611560822,0.09002754837274551
1,0.29283738136291504,0.24975575506687164
2,0.7237431406974792,0.5207374095916748
3,0.925352156162262,0.6432718634605408
4,0.9644545912742615,0.6689685583114624
5,0.9757159352302551,0.6813233494758606
6,0.9796589016914368,0.6888213753700256
7,0.9820820093154907,0.6951050162315369
8,0.9835898280143738,0.7005742788314819
9,0.9845280647277832,0.7054523825645447
10,0.9852665662765503,0.7098297476768494
11,0.985932469367981,0.7138302326202393
12,0.9867262244224548,0.7175215482711792
13,0.9871785640716553,0.720959484577179
14,0.9875470995903015,0.7241705656051636
15,0.9878763556480408,0.7272178530693054
16,0.988187849521637,0.7300864458084106
17,0.9884859919548035,0.7328351736068726
18,0.9887677431106567,0.7354477643966675
19,0.9890093207359314,0.7379186153411865
20,0.9892234802246094,0.7402679920196533
21,0.9894356727600098,0.7425146102905273
22,0.9896109700202942,0.7446543574333191
23,0.989766001701355,0.7467173337936401
24,0.9898951649665833,0.7486893534660339
25,0.9900099635124207,0.7505842447280884
26,0.9901148080825806,0.7524021863937378
27,0.9902108311653137,0.7541503310203552
28,0.9902997612953186,0.7558356523513794
29,0.9903824925422668,0.757463812828064
30,0.9904587268829346,0.7590345740318298
31,0.9905295372009277,0.7605432868003845
32,0.9905956983566284,0.762001633644104
33,0.9906575083732605,0.7634217143058777
34,0.990715742111206,0.7647958993911743
35,0.9907704591751099,0.7661293745040894
36,0.9908223152160645,0.7674343585968018
37,0.9908714294433594,0.7686960697174072
38,0.9909181594848633,0.7699161767959595
39,0.9909629225730896,0.7711108326911926
40,0.9910054206848145,0.7722690105438232
41,0.9910457730293274,0.7733945846557617
42,0.9910843372344971,0.7744853496551514
43,0.9911208152770996,0.7755530476570129
44,0.9911558628082275,0.7765906453132629
45,0.9911895394325256,0.7776072025299072
46,0.9912216663360596,0.7785968780517578
47,0.9912525415420532,0.7795544266700745
48,0.9912822246551514,0.780502438545227
49,0.991310715675354,0.7814170122146606
50,0.9913381338119507,0.7823262810707092
51,0.9913644790649414,0.7832050919532776
52,0.991389811038971,0.7840677499771118
53,0.9914143681526184,0.7849124670028687
54,0.9914379715919495,0.7857441306114197
55,0.9914608001708984,0.7865499258041382
56,0.9914828538894653,0.7873451113700867
57,0.9915042519569397,0.7881252765655518
58,0.9915248155593872,0.7888866662979126
59,0.9915448427200317,0.7896326184272766
60,0.991564154624939,0.790370762348175
61,0.991582989692688,0.791089653968811
62,0.9916011691093445,0.7917986512184143
63,0.991618812084198,0.7924931645393372
64,0.9916359782218933,0.7931825518608093
65,0.9916526079177856,0.7938494682312012
66,0.9916688203811646,0.7945111989974976
67,0.9916845560073853,0.7951638102531433
68,0.991699755191803,0.7958027124404907
69,0.9917146563529968,0.7964332103729248
70,0.9917290806770325,0.7970510125160217
71,0.9917431473731995,0.7976582050323486
72,0.9917569160461426,0.7982556223869324
73,0.9917702078819275,0.7988492250442505
74,0.9917832612991333,0.7994274497032166
75,0.9917959570884705,0.8000032305717468
76,0.991808295249939,0.8005667924880981
77,0.9918203949928284,0.8011285066604614
78,0.9918321371078491,0.8016726970672607
79,0.9918436408042908,0.8022157549858093
80,0.9918548464775085,0.8027462959289551
81,0.9918658137321472,0.8032695055007935
82,0.991876482963562,0.8037830591201782
83,0.9918869137763977,0.8042885661125183
84,0.9918971657752991,0.8047911524772644
85,0.9919071197509766,0.8052824139595032
86,0.9919168949127197,0.8057674169540405
87,0.9919264912605286,0.8062446713447571
88,0.9919357895851135,0.8067170977592468
89,0.9919450283050537,0.807182252407074
90,0.9919539093971252,0.8076421618461609
91,0.9919626712799072,0.8080941438674927
92,0.9919712543487549,0.8085402846336365
93,0.9919796586036682,0.8089814186096191
94,0.9919878840446472,0.8094173073768616
95,0.9919959902763367,0.8098500370979309
96,0.992003858089447,0.8102790117263794
97,0.9920116662979126,0.8107006549835205
98,0.9920192360877991,0.8111184239387512
99,0.9920267462730408,0.8115326762199402
